TestName,Status,Value,DownLimit,UpLimit,TestTime
"Neon2LED1 Register 0xA Check",0,"1",1,1,0.039290
"Neon2LED1 Register 0xB Check",0,"0",0,0,0.037511
"Neon2LED1 Measure Cool Strobe Off",0,"PASS",PASS,PASS,0.392566
"Neon2LED2 Measure Amber Strobe_Flash Mode",0,"PASS",PASS,PASS,0.619830
"Neon2LED2 Register 0xA Check",0,"1",1,1,0.040447
"Neon2LED2 Register 0xB Check",0,"0",0,0,0.038212
"Neon2LED2 Measure Amber Strobe Off",0,"PASS",PASS,PASS,0.566156
"Find Camera_Back",0,"back  detected",back  detected,back  detected,0.006735
"Camera Dli_Back",0,"Pass",NA,NA,3.735378
"Back Camera RGB",0,"PASS",NA,NA,6.287946
"SphereSelfTest",0,"Pass",Pass,Pass,7.845476
"Back Camera Displacement_Avg[-850 0]",0,"3.392201",NA,NA,0.007894
"Back Camera Displacement_Std[-850 0]",0,"1.854994",NA,NA,0.007017
"Back Camera Displacement_Avg[-600 600]",0,"3.816480",NA,NA,0.003997
"Back Camera Displacement_Std[-600 600]",0,"1.791110",NA,NA,0.003908
"Back Camera Displacement_Avg[0 850]",0,"3.190236",NA,NA,0.004010
"Back Camera Displacement_Std[0 850]",0,"1.282127",NA,NA,0.003920
"Back Camera Displacement_Avg[600 600]",0,"3.588767",NA,NA,0.003975
"Back Camera Displacement_Std[600 600]",0,"1.421781",NA,NA,0.004051
"Back Camera Displacement_Avg[850 0]",0,"3.597260",NA,NA,0.003976
"Back Camera Displacement_Std[850 0]",0,"2.066077",NA,NA,0.003959
"Back Camera Displacement_Avg[600 -600]",0,"3.926105",NA,NA,0.004045
"Back Camera Displacement_Std[600 -600]",0,"2.178032",NA,NA,0.004035
"Back Camera Displacement_Avg[0 -850]",0,"3.248831",NA,NA,0.003951
"Back Camera Displacement_Std[0 -850]",0,"1.489650",NA,NA,0.004551
"Back Camera Displacement_Avg[-600 -600]",0,"3.275000",NA,NA,0.003899
"Back Camera Displacement_Std[-600 -600]",0,"1.567241",NA,NA,0.004037
"Find Camera_Front",0,"front  detected",front  detected,front  detected,0.006001
"Camera Dli_Front",0,"Pass",NA,NA,3.528615
"Front Camera RGB",0,"PASS",NA,NA,6.155253
"Lifetime Max Temperature",0,"30.0",0,60,0.555998
"ACC2 Zero Current Backpower Test",0,"0x0",0x0,0x0,0.183367
"ACC1 Zero Current Backpower Test",0,"0x0",0x0,0x0,0.125448
"ACC2 Normal vldo6 70mA",0,"3304.8373",3200,3400,0.365312
"ACC2 Normal ildo6 70mA",0,"72.0279",50,115,0.140502
"ACC2 Normal V_R 70mA",0,"1600.1221",NA,NA,0.178977
"ACC2 Normal ildo6 100mA",0,"106.8772",80,145,0.072084
"ACC2 Normal V_R 100mA",0,"1589.7435",NA,NA,0.152813
"ACC2_Normal_Current 100mA",0,"105.98290",NA,NA,0.006468
"ACC2_BrickID_SWAP1",0,"3.9682",NA,NA,0.177525
"ACC2 Bypass vldo6",0,"3773.3076",3400,4350,0.102130
"ACC2 Bypass ildo6",0,"0.4834",NA,NA,0.033556
"ACC2 Bypass V_R",0,"1813.7973",NA,NA,0.180867
"ACC2_Bypass_Impedance",0,"120.91982",NA,NA,0.013065
"ACC2_BrickID_SWAP2",0,"8.8522",NA,NA,0.177443
"ACC2_BrickID_SWAP3",0,"1809.2185",NA,NA,0.204077
"ACC1 Normal vldo6 70mA",0,"3297.4769",3200,3400,0.659339
"ACC1 Normal ildo6 70mA",0,"84.3768",55,115,0.039047
"ACC1_BrickID_SWAP1",0,"4.8840",NA,NA,0.179629
"ACC1 Normal V_R 70mA",0,"1605.0061",NA,NA,0.179514
"ACC1_Normal_Current 70mA",0,"107.00040",NA,NA,0.006439
"ACC1 Normal vldo6 100mA",0,"3301.3736",3200,3400,0.071941
"ACC1 Normal ildo6 100mA",0,"109.2503",85,145,0.037210
"ACC1 Bypass vldo6",0,"3771.5758",3400,4350,0.067434
"ACC1 Bypass ildo6",0,"0.4394",NA,NA,0.043699
"ACC1_BrickID_SWAP2",0,"5.7997",NA,NA,0.177360
"ACC1 Bypass V_R",0,"1815.9340",NA,NA,0.179846
"ACC1_Bypass_Impedance",0,"121.06226",NA,NA,0.013236
"ACC1_BrickID_SWAP3",0,"1815.9340",NA,NA,0.269621
"Battery Voltage",0,"3817",3400,4350,2.110826
"Battery Current",0,"-621",NA,NA,0.017202
"Battery Average Power",0,"-2370",NA,NA,0.006271
"Battery Charge Percentage",0,"55",NA,NA,0.005894
"I2C Isolator Disable",0,"OK",NA,NA,0.031439
"AmIOK",0,"PASS",NA,NA,0.004510
"Unit SN Changed",0,"C7CRH00AH7X8",NA,NA,0.024302
"Write QT1 CB",0,"PASS",NA,NA,0.104575
"QT1 CB Check",0,"Failed",NA,NA,0.041045
"Display DUT",0,"PASS",NA,NA,0.059209
"Reset Fixture",0,"PASS",NA,NA,0.660675
"END_TEST_QT1",0,"PASS",NA,NA,0.005877
ISN,0,C7CRH00AH7X8,,,
Test Start Time,0,17:38:57,,,
Test End Time,0,17:40:35,,,
Test Cost Time,0,98.557880,,,
